id,base_imponible,cantidad,codigo,comment,created_at,currency_code,detalle,name,numero_linea,paid_amount,precio_unitario,price_with_tax,price_without_tax,receiver_status,sender_status,tax,unidad_medida,updated_at,version,impuesto_codigo_id,impuesto_tarifa_id
258,0.0000,1.0000,422201010000,,2024-08-12 10:10:24.769477,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
259,0.0000,1.0000,422201010000,,2024-08-12 10:10:24.770769,USD,asd,as,2,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
260,0.0000,1.0000,422201010000,,2024-08-12 11:18:43.087938,USD,asd,as,1,31.00,31.0000,31.00,31.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-08-21 11:45:20.522962,2,6,6
261,0.0000,1.0000,422201010000,,2024-08-12 11:18:43.088866,USD,asd,as,2,31.00,31.0000,31.00,31.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-08-21 11:45:49.763886,2,6,6
302,3.0000,1.0000,111100000100,,2024-08-14 03:10:44.943885,USD,Description,Gizaw Dagne,1,0.00,3.0000,3.24,3.00,PENDING_APPROVAL,APPROVED,0.24,1/m,,0,1,7
352,0.0000,1.0000,422201010000,,2024-08-16 07:10:15.615218,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
353,0.0000,1.0000,422201010000,,2024-08-16 07:10:15.630104,USD,asd,as,2,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
402,0.0000,1.0000,422201010000,,2024-08-19 04:41:01.132394,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
403,0.0000,1.0000,422201010000,,2024-08-19 04:41:01.150419,USD,asd,as,2,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
452,0.0000,1.0000,422201010000,,2024-08-19 08:20:48.585543,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
453,0.0000,1.0000,422201010000,,2024-08-19 08:20:48.607728,USD,asd,as,2,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
454,12.0000,1.0000,111100000100,,2024-08-19 08:39:45.787994,USD,Eiusmod eu quae quos,Genevieve Howard,1,0.00,12.0000,12.12,12.00,PENDING_APPROVAL,PENDING_APPROVAL,0.12,A/m,,0,1,2
455,12.0000,1.0000,111100000100,,2024-08-19 08:39:47.317623,USD,Eiusmod eu quae quos,Genevieve Howard,1,0.00,12.0000,12.12,12.00,PENDING_APPROVAL,PENDING_APPROVAL,0.12,A/m,,0,1,2
456,12.0000,1.0000,111100000100,,2024-08-19 08:51:39.130532,USD,Eiusmod eu quae quos,Genevieve Howard,1,0.00,12.0000,12.12,12.00,PENDING_APPROVAL,PENDING_APPROVAL,0.12,A/m,,0,1,2
502,0.0000,2.0000,3562101000302,,2024-08-21 07:48:08.180353,CRC,Dexametasona como preparado estomatológico,Tomato,2,200.00,100.0000,200.00,200.00,PENDING_APPROVAL,APPROVED,0.00,Cm,2024-08-21 11:14:16.354920,3,1,3
505,0.0000,5.0000,111100009900,,2024-08-21 08:14:38.441955,CRC,para siembra (semillas),Trigo,1,15.00,3.0000,15.00,15.00,PENDING_APPROVAL,APPROVED,0.00,A/m²,2024-09-05 06:58:15.546866,12,3,6
506,0.0000,1.0000,3563502020175,,2024-08-21 08:15:27.400154,USD,ar,ar,2,9.00,9.0000,9.00,9.00,PENDING_APPROVAL,APPROVED,0.00,A/m²,2024-08-21 11:42:01.884603,1,1,8
509,0.0000,1.0000,3562101000302,,2024-08-21 11:15:27.129349,CRC,Dexametasona como preparado estomatológico,Tomato,1,100.00,100.0000,100.00,100.00,PENDING_APPROVAL,APPROVED,0.00,Cm,2024-08-21 11:16:38.743183,5,1,3
511,0.0000,1.0000,3562101000302,,2024-08-21 11:30:26.182039,CRC,Dexametasona como preparado estomatológico,Tomato,1,100.00,100.0000,100.00,100.00,PENDING_APPROVAL,APPROVED,0.00,Cm,2024-08-21 11:30:32.060961,1,1,3
512,0.0000,1.0000,3562101000302,,2024-08-21 11:32:33.432930,CRC,Dexametasona como preparado estomatológico,Tomato,2,100.00,100.0000,100.00,100.00,PENDING_APPROVAL,APPROVED,0.00,Cm,2024-08-21 11:32:44.998530,1,1,3
515,0.0000,1.0000,111200000200,,2024-08-21 11:39:21.806353,USD,2,2,1,2.00,2.0000,2.00,2.00,PENDING_APPROVAL,APPROVED,0.00,Al,2024-08-21 11:39:29.035300,2,2,4
552,0.0000,1.0000,422201010000,,2024-08-22 13:13:57.327053,USD,asd,as,1,10.00,31.0000,31.00,31.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-11-13 12:07:34.666216,2,6,6
553,0.0000,4.0000,422201010000,,2024-08-22 13:13:57.347548,USD,asd,as,2,20.00,31.0000,124.00,124.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-11-13 12:09:38.261991,16,6,6
554,0.0000,1.0000,422201010000,,2024-08-22 13:14:14.625786,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
555,0.0000,1.0000,422201010000,,2024-08-22 13:14:14.626561,USD,asd,as,2,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
557,0.0000,1.0000,111100009900,,2024-08-22 13:18:29.677351,CRC,para siembra (semillas),Trigo,1,0.00,3.0000,3.00,3.00,PENDING_APPROVAL,APPROVED,0.00,A/m²,,0,3,6
558,0.0000,1.0000,3331100029900,,2024-08-23 05:36:42.373323,CRC,ash,ashir,2,0.00,20.0000,20.00,20.00,PENDING_APPROVAL,APPROVED,0.00,I,,0,3,8
602,10.0000,1.0000,8222100000000,,2024-08-23 09:41:04.883739,CRC,NA,Product 1,1,0.00,100.0000,101.30,100.00,PENDING_APPROVAL,PENDING_APPROVAL,1.30,Spe,,0,1,8
603,0.0000,1.0000,422201010000,,2024-08-26 06:33:57.279902,USD,asd,as,3,31.00,31.0000,31.00,31.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-08-26 11:00:33.501282,1,6,6
604,0.0000,1.0000,111100009900,,2024-08-26 07:25:25.046316,CRC,para siembra (semillas),Trigo,4,3.00,3.0000,3.00,3.00,PENDING_APPROVAL,APPROVED,0.00,A/m²,2024-08-26 11:00:09.485633,1,3,6
605,0.0000,1.0000,133000000200,test,2024-08-26 11:30:45.913887,CRC,fresca o refrigerada,Uva negra,1,2.00,2.0000,2.00,2.00,PENDING_APPROVAL,APPROVED,0.00,h,2024-08-26 12:33:32.997235,3,6,2
652,0.0000,1.0000,8222100000000,,2024-08-28 07:29:54.071841,CRC,NA,Product 1,2,0.00,100.0000,100.00,100.00,PENDING_APPROVAL,APPROVED,0.00,Spe,,0,1,8
702,100.0000,1.0000,8222100000000,,2024-08-30 12:35:52.118160,CRC,NA,Product 1,1,0.00,100.0000,113.00,100.00,PENDING_APPROVAL,APPROVED,13.00,Spe,,0,1,8
752,0.0000,1.0000,677689832,,2024-08-31 19:58:25.967452,CRC,travdel compnay,hjdfs,1,0.00,4.0000,4.00,4.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Al,,0,5,5
753,10.0000,1.0000,9310210100111,,2024-09-02 09:11:17.267827,CRC,Desbridamiento del fémur,Battery,1,10.40,10.0000,10.40,10.00,PENDING_APPROVAL,APPROVED,0.40,Cm,2024-09-02 09:14:37.397432,2,3,6
952,100.0000,1.0000,3562101000302,,2024-09-12 09:57:44.610411,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,APPROVED,2.00,Cm,,0,1,3
953,100.0000,1.0000,3562101000302,,2024-09-12 10:02:57.789196,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,APPROVED,2.00,Cm,,0,1,3
954,100.0000,1.0000,3562101000302,,2024-09-12 11:10:43.511285,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,APPROVED,2.00,Cm,,0,1,3
1006,9.9900,1.0000,2118402000111,,2024-09-15 05:34:38.076283,USD,Paté, con predominio de carne de cerdo (de 51% a menos de 100%),TEST,1,0.00,9.9900,10.09,9.99,PENDING_APPROVAL,APPROVED,0.10,1/m,,0,1,2
1015,210.0000,1.0000,9310201100111,,2024-09-15 09:02:57.598289,CRC,Psicoterapia para el dolor,Product,1,0.00,210.0000,218.40,210.00,PENDING_APPROVAL,APPROVED,8.40,Sp,,0,2,6
1052,43.0000,1.0000,3331100990000,,2024-09-16 10:52:26.271392,CRC,Gasolina para motores, n.c.p.,hassan,1,0.00,43.0000,48.59,43.00,PENDING_APPROVAL,APPROVED,5.59,h,,0,6,8
1053,210.0000,1.0000,9310201100111,,2024-09-17 07:49:35.300425,CRC,Psicoterapia para el dolor,Product,1,0.00,210.0000,218.40,210.00,PENDING_APPROVAL,APPROVED,8.40,Sp,,0,2,6
1054,210.0000,1.0000,9310201100111,,2024-09-17 09:16:45.062964,CRC,Psicoterapia para el dolor,Product,1,0.00,210.0000,218.40,210.00,PENDING_APPROVAL,APPROVED,8.40,Sp,,0,2,6
1102,2.0000,1.0000,2118402000111,,2024-09-20 11:06:18.990953,CRC,Paté, con predominio de carne de cerdo (de 51% a menos de 100%),Water,1,0.00,2.0000,2.02,2.00,PENDING_APPROVAL,APPROVED,0.02,h,,0,1,2
1105,0.0000,1.0000,677689832,,2024-09-22 14:52:49.072051,CRC,travdel compnay,hjdfs,1,0.00,4.0000,4.00,4.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Al,,0,5,5
1106,23.0000,1.0000,3562108000111,,2024-09-22 15:00:19.552868,CRC,Lorcaserin,adelm,1,0.00,23.0000,23.46,23.00,PENDING_APPROVAL,APPROVED,0.46,Cm,,0,7,3
1454,100.0000,1.0000,3562101000302,asd,2024-09-30 14:05:29.745986,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,APPROVED,2.00,Cm,,0,1,3
1502,1.0000,1.0000,3562108000111,,2024-10-03 10:50:49.299365,CRC,Lorcaserin,TEST,1,0.00,1.0000,1.02,1.00,PENDING_APPROVAL,APPROVED,0.02,Al,,0,3,3
1503,100.0000,1.0000,3562101000302,,2024-10-03 10:52:24.477662,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,APPROVED,2.00,Cm,,0,1,3
1504,10.0000,1.0000,3562108000111,,2024-10-03 12:00:27.352210,CRC,Lorcaserin,Test one,1,0.00,10.0000,10.20,10.00,PENDING_APPROVAL,APPROVED,0.20,Cm,,0,3,3
1602,100.0000,1.0000,8222100000000,comment,2024-10-04 10:28:43.232000,CRC,NA,Product 1,1,0.00,100.0000,113.00,100.00,PENDING_APPROVAL,APPROVED,13.00,Spe,,0,1,8
1752,69.0000,1.0000,3563901000111,,2024-10-11 09:11:56.798816,CRC,Extracto de alérgeno, animales, product,3,0.00,69.0000,70.38,69.00,PENDING_APPROVAL,APPROVED,1.38,Al,,0,6,3
1753,990.0000,1.0000,3562201000111,,2024-10-11 09:12:02.602466,CRC,Tioclomarol,product,4,0.00,990.0000,1009.80,990.00,PENDING_APPROVAL,APPROVED,19.80,h,,0,1,3
1754,69.0000,1.0000,3563901000111,,2024-10-11 09:12:04.335982,CRC,Extracto de alérgeno, animales, product,5,0.00,69.0000,70.38,69.00,PENDING_APPROVAL,APPROVED,1.38,Al,,0,6,3
1755,990.0000,1.0000,3562201000111,,2024-10-11 09:12:07.265000,CRC,Tioclomarol,product,6,0.00,990.0000,1009.80,990.00,PENDING_APPROVAL,APPROVED,19.80,h,,0,1,3
1756,0.0000,1.0000,3562201000111,,2024-10-11 09:13:12.620295,CRC,Tioclomarol,Ashir Zuhaib ,1,0.00,-2.0000,-2.04,-2.00,PENDING_APPROVAL,PENDING_APPROVAL,-0.04,Alc,,0,2,3
1852,1111.0000,1.0000,111100000100,,2024-10-18 08:49:52.171346,CRC,1,1,1,0.00,1111.0000,1133.22,1111.00,PENDING_APPROVAL,APPROVED,22.22,1/m,,0,1,3
1853,111.0000,1.0000,2118402000111,,2024-10-18 08:49:52.197347,CRC,Paté, con predominio de carne de cerdo (de 51% a menos de 100%),test product,2,0.00,111.0000,112.11,111.00,PENDING_APPROVAL,APPROVED,1.11,1/m,,0,1,2
1854,69.0000,1.0000,3563901000111,,2024-10-18 09:16:30.324329,CRC,Extracto de alérgeno, animales, product,1,0.00,69.0000,70.38,69.00,PENDING_APPROVAL,APPROVED,1.38,Al,,0,6,3
1989,78.0000,3.0000,3562108000111,,2024-10-21 04:31:38.933703,CRC,Lorcaserin,Selam,1,0.00,78.0000,238.68,234.00,PENDING_APPROVAL,APPROVED,4.68,A,2024-11-13 16:23:54.861852,2,3,3
1990,2.0000,1.0000,3562108000111,,2024-10-21 04:31:46.828819,USD,Lorcaserin,pro3,2,0.00,2.0000,2.04,2.00,PENDING_APPROVAL,APPROVED,0.04,1/m,,0,3,3
2003,10.0000,1.0000,3562108000111,,2024-10-28 18:39:22.560012,USD,Lorcaserin,Lorcaserin,1,2.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,APPROVED,104.06,1/m,2024-10-30 06:56:38.271989,1,7,3
2052,31.0000,1.0000,422201010000,,2024-10-29 15:31:43.280453,USD,asd,as,5,0.00,31.0000,32.24,31.00,PENDING_APPROVAL,APPROVED,1.24,Alc,,0,6,6
2102,10.0000,3.0000,3562108000111,,2024-10-30 06:20:45.006544,USD,Lorcaserin,Lorcaserin,1,6.00,5202.9000,15609.30,15608.70,APPROVED,APPROVED,0.60,1/m,2024-10-30 06:33:40.067753,4,7,3
2104,0.0000,1.0000,3562201000111,,2024-10-30 11:40:07.063774,CRC,Tioclomarol,Ashir Zuhaib ,1,0.00,-2.0000,-2.04,-2.00,PENDING_APPROVAL,PENDING_APPROVAL,-0.04,Alc,,0,2,3
2152,101.0000,1.0000,3562201000111,,2024-10-31 14:20:41.842667,CRC,Tioclomarol,productt,7,0.00,101.0000,103.02,101.00,PENDING_APPROVAL,APPROVED,2.02,h,,0,7,3
2153,690.0000,1.0000,3563901000111,,2024-10-31 14:20:44.296792,CRC,Extracto de alérgeno, animales, product,8,0.00,690.0000,703.80,690.00,PENDING_APPROVAL,APPROVED,13.80,Al,,0,7,3
2154,720.0000,1.0000,3562201000111,,2024-10-31 14:20:48.547006,CRC,Tioclomarol,product 2,9,0.00,720.0000,734.40,720.00,PENDING_APPROVAL,APPROVED,14.40,Al,,0,1,3
2155,101.0000,1.0000,3562201000111,,2024-10-31 14:20:50.185807,CRC,Tioclomarol,productt,10,0.00,101.0000,103.02,101.00,PENDING_APPROVAL,APPROVED,2.02,h,,0,7,3
2156,101.0000,1.0000,3562201000111,,2024-10-31 15:02:31.636656,CRC,Tioclomarol,productt,2,0.00,101.0000,103.02,101.00,PENDING_APPROVAL,APPROVED,2.02,h,,0,7,3
2157,690.0000,1.0000,3563901000111,,2024-11-01 10:35:30.902285,CRC,Extracto de alérgeno, animales, product,3,0.00,690.0000,703.80,690.00,PENDING_APPROVAL,APPROVED,13.80,Al,,0,7,3
2202,10.0000,1.0000,3562108000111,,2024-11-06 16:19:49.996395,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2203,10.0000,1.0000,3562108000111,,2024-11-06 16:19:57.988413,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2204,10.0000,1.0000,3562108000111,,2024-11-06 16:20:02.996370,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2205,10.0000,1.0000,3562108000111,,2024-11-06 17:27:10.855007,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2206,10.0000,1.0000,3562108000111,,2024-11-06 19:25:55.048736,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2207,10.0000,1.0000,3562108000111,,2024-11-06 19:26:19.597482,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2208,2.0000,1.0000,2132100000100,,2024-11-07 04:44:47.557482,CRC,Test description,Test name,1,0.00,2.0000,2.02,2.00,PENDING_APPROVAL,APPROVED,0.02,h,,0,2,2
2252,2.0000,1.0000,3562108000111,,2024-11-13 05:19:20.145694,USD,Lorcaserin,mac pc,1,0.00,2.0000,2.04,2.00,PENDING_APPROVAL,PENDING_APPROVAL,0.04,h,,0,1,3
2253,2.0000,1.0000,3562108000111,,2024-11-13 06:14:50.348524,USD,Lorcaserin,pro3,2,0.00,2.0000,2.04,2.00,PENDING_APPROVAL,APPROVED,0.04,1/m,,0,3,3
2254,2899.0100,1.0000,3562108000111,,2024-11-13 08:23:50.522122,USD,Lorcaserin,pro1,1,0.00,2899.0100,2956.99,2899.01,PENDING_APPROVAL,APPROVED,57.98,A,,0,2,3
2255,2899.0100,1.0000,3562108000111,,2024-11-13 09:15:12.671087,USD,Lorcaserin,pro1,1,0.00,2899.0100,2956.99,2899.01,PENDING_APPROVAL,APPROVED,57.98,A,,0,2,3
2256,2.0000,1.0000,9310206100111,,2024-11-13 09:15:12.675397,USD,Bypass, arteria de extremidad superior,pro2,2,0.00,2.0000,2.08,2.00,PENDING_APPROVAL,APPROVED,0.08,A,,0,2,6
2257,0.0000,1.0000,422201010000,,2024-11-13 10:35:17.224216,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2258,0.0000,1.0000,422201010000,,2024-11-13 10:35:57.520692,USD,asd,as,1,1.00,31.0000,31.00,31.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-11-19 14:20:09.663591,2,6,6
2259,0.0000,1.0000,422201010000,,2024-11-13 10:39:15.022423,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2260,0.0000,1.0000,422201010000,,2024-11-13 10:40:02.301235,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2261,0.0000,1.0000,422201010000,,2024-11-13 10:42:26.914429,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2262,0.0000,1.0000,422201010000,,2024-11-13 10:43:31.168195,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2263,0.0000,1.0000,422201010000,,2024-11-13 10:45:47.851117,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2264,999997.0000,1.0000,3562201000111,,2024-11-13 10:50:15.251264,CRC,Tioclomarol,Product AAAH,1,0.00,999997.0000,1019996.94,999997.00,PENDING_APPROVAL,PENDING_APPROVAL,19999.94,Al,,0,7,3
2265,10.0000,1.0000,3562101000302,,2024-11-13 10:55:32.258521,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2266,10.0000,1.0000,3562101000302,,2024-11-13 10:57:54.131082,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2267,10.0000,1.0000,3562101000302,,2024-11-13 11:11:12.715170,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2268,0.0000,1.0000,422201010000,,2024-11-13 11:12:55.763403,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2269,2.0000,1.0000,121201020400,,2024-11-13 12:06:23.134770,USD,Dattale,asrt,3,1.00,2.0000,2.00,2.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-11-13 12:08:31.513009,1,1,1
2270,31.0000,1.0000,422201010000,,2024-11-13 12:09:42.199453,USD,asd,as,4,0.00,31.0000,32.24,31.00,PENDING_APPROVAL,APPROVED,1.24,Alc,,0,6,6
2271,2.0000,1.0000,121201020400,,2024-11-13 12:09:46.353447,USD,Dattale,asrt,5,0.00,2.0000,2.00,2.00,PENDING_APPROVAL,APPROVED,0.00,Alc,,0,1,1
2272,3.0000,1.0000,111100009900,,2024-11-13 12:09:49.084409,CRC,para siembra (semillas),Trigo,6,0.00,3.0000,3.12,3.00,PENDING_APPROVAL,APPROVED,0.12,A/m²,,0,3,6
2273,999997.0000,1.0000,3562201000111,,2024-11-13 12:29:11.213046,CRC,Tioclomarol,Product AAAH,1,0.00,999997.0000,1019996.94,999997.00,PENDING_APPROVAL,PENDING_APPROVAL,19999.94,Al,,0,7,3
2274,999997.0000,1.0000,3562201000111,,2024-11-13 12:30:51.909362,CRC,Tioclomarol,Product AAAH,1,0.00,999997.0000,1019996.94,999997.00,PENDING_APPROVAL,PENDING_APPROVAL,19999.94,Al,,0,7,3
2275,999997.0000,1.0000,3562201000111,,2024-11-13 12:31:00.592360,CRC,Tioclomarol,Product AAAH,1,0.00,999997.0000,1019996.94,999997.00,PENDING_APPROVAL,PENDING_APPROVAL,19999.94,Al,,0,7,3
2276,31.0000,1.0000,422201010000,,2024-11-13 12:36:28.474538,USD,asd,as,2,0.00,31.0000,32.24,31.00,APPROVED,PENDING_APPROVAL,1.24,Alc,,0,6,6
2302,7.0000,1.0000,5473000000000,,2024-11-13 13:29:02.677907,CRC,Test Electric description,Test Electric,1,0.00,7.0000,7.91,7.00,PENDING_APPROVAL,PENDING_APPROVAL,0.91,Cm,,0,2,8
2303,7.0000,1.0000,5473000000000,,2024-11-13 13:39:11.538057,CRC,Test Electric description,Test Electric,1,0.00,7.0000,7.91,7.00,PENDING_APPROVAL,PENDING_APPROVAL,0.91,Cm,,0,2,8
2304,2.0000,1.0000,3562108000111,,2024-11-13 14:02:59.683032,USD,Lorcaserin,mac pc,1,0.00,2.0000,2.04,2.00,PENDING_APPROVAL,PENDING_APPROVAL,0.04,h,,0,1,3
2305,0.0000,1.0000,422201010000,,2024-11-13 14:09:11.356618,USD,asd,as,1,0.00,31.0000,31.00,31.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,6,6
2306,2899.0100,1.0000,3562108000111,,2024-11-13 14:41:56.885610,USD,Lorcaserin,pro1,3,0.00,2899.0100,2956.99,2899.01,PENDING_APPROVAL,APPROVED,57.98,A,,0,2,3
2307,2.0000,1.0000,3562108000111,,2024-11-13 14:42:04.127634,USD,Lorcaserin,pro3,4,0.00,2.0000,2.04,2.00,PENDING_APPROVAL,APPROVED,0.04,1/m,,0,3,3
2308,2899.0100,1.0000,3562108000111,,2024-11-13 14:42:07.945225,USD,Lorcaserin,pro1,5,0.00,2899.0100,2956.99,2899.01,PENDING_APPROVAL,APPROVED,57.98,A,,0,2,3
2309,2899.0100,1.0000,3562108000111,,2024-11-13 14:44:16.706675,USD,Lorcaserin,pro1,1,0.00,2899.0100,2956.99,2899.01,PENDING_APPROVAL,APPROVED,57.98,A,,0,2,3
