id,base_imponible,codigo,detalle,name,precio_unitario,unidad_medida,currency_id,impuesto_codigo_id,impuesto_tarifa_id,profile_id,converted_price,exchange_rate,is_converted_price_manually_set,codigo_actividad_id,quantity,batch_number,converted_price_tax,converted_price_with_tax,price_with_tax,tax
3413,33.0000,3562201000111,Tioclomarol,Product,33.0000,Al,37,7,3,56,0.0643,,0,1,,,0.0013,0.0656,33.6600,0.6600
3414,0.0000,3563402000111,Bendazac para uso músculo esquelético,test,,Alc,149,7,3,56,,,,1,,,,,,
3415,100.0000,2118400000000,Paté, con predominio de carne de cerdo (de 51% a menos de 100%),Product,100.0000,1/m,149,7,2,56,50629.0000,,1,241,2.00,,506.2900,51135.2900,101.0000,1.0000
3416,2000.0000,3562410000000,Benzalconio como apósito medicinal,Product CRC,2000.0000,A/m²,37,7,3,56,39.2157,,1,241,3.00,,0.7843,40.0000,2040.0000,40.0000
3417,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import1,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3418,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import2,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3419,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import3,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3420,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import4,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3421,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import5,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3422,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import6,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3423,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import7,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3424,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import8,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3425,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import9,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3426,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import10,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3427,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import11,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3428,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import12,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3429,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import13,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3430,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import14,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3431,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import15,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3432,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import16,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3433,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import17,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3434,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import18,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3435,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import19,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3436,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import20,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3437,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import21,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3438,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import22,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3439,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import23,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3440,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import24,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3441,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import25,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3442,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import26,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3443,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import27,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3444,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import28,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3445,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import29,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3446,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import30,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3447,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import31,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3448,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import32,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3449,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import33,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3450,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import34,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3451,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import35,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3452,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import36,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3453,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import37,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3454,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import38,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3455,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import39,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3456,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import40,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3457,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import41,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3458,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import42,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3459,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import43,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3460,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import44,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3461,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import45,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3462,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import46,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3463,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import47,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3464,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import48,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3465,100.0000,2118400000000,Paté, con predominio de carne de cerdo (de 51% a menos de 100%),Product49,100.0000,1/m,149,7,2,56,50629.0000,,1,241,2.00,,506.2900,51135.2900,101.0000,1.0000
3466,2000.0000,3562410000000,Benzalconio como apósito medicinal,Product CRC50,2000.0000,A/m²,37,7,3,56,39.2157,,1,241,3.00,,0.7843,40.0000,2040.0000,40.0000
3467,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import51,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3468,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import52,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3469,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import53,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3470,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import54,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3471,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import55,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3472,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import56,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3473,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import57,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3474,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import58,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3475,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import59,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3476,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import60,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3477,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import61,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3478,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import62,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3479,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import63,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3480,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import64,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3481,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import65,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3482,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import66,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3483,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import67,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3484,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import68,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3485,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import69,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3486,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import70,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3487,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import71,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3488,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import72,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3489,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import73,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3490,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import74,4000.0000,A/m²,37,7,3,56,39.2157,,1,241,1.00,,0.7843,40.0000,4080.0000,80.0000
3491,100.0000,2118400000000,Paté, con predominio de carne de cerdo (de 51% a menos de 100%),Product Import75,100.0000,1/m,149,7,2,56,50629.0000,,1,241,2.00,,506.2900,51135.2900,101.0000,1.0000
3492,2000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import76,2000.0000,A/m²,37,7,3,56,39.2157,,1,241,3.00,,0.7843,40.0000,2040.0000,40.0000
3493,1030.0000,123400010200,Tomate verde orgánico, fresco o refrigerado,Test Tomato,1030.0000,g,37,7,2,103,2.0000,,1,241,,,0.0200,2.0200,1040.3000,10.3000
3494,510.0000,135910000000,Chira de banano, fresca o refrigerada,Test Banano,510.0000,kg,37,1,8,103,0.8850,,1,241,,,0.1150,1.0000,576.3000,66.3000
3502,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import51,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3503,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import52,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3504,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import53,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3505,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import54,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3506,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import55,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3507,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import56,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3508,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import57,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3509,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import58,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3510,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import59,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3511,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import60,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3512,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import61,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3513,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import62,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3514,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import63,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3515,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import64,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3516,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import65,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3517,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import66,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3518,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import67,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3519,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import68,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3520,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import69,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3521,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import70,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3522,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import71,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3523,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import72,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3524,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import73,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3525,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import74,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3526,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import75,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3527,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import76,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3528,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import77,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3529,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import78,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3530,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import79,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3531,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import80,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3532,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import81,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3533,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import82,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3534,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import83,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3535,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import84,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3536,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import85,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3537,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import86,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3538,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import87,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3539,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import88,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3540,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import89,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3552,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import51,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3553,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import52,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3554,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import53,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3555,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import54,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3556,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import55,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3557,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import56,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3558,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import57,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3559,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import58,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3560,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import59,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3561,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import60,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3562,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import61,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3563,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import62,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3564,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import63,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3565,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import64,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3566,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import65,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3567,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import66,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3568,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import67,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
